game,mover,loss,local_dist
ogs_88315936_B7k_W5k.sgf,W,0.33,2
ogs_88315936_B7k_W5k.sgf,B,6.62,5
ogs_88315936_B7k_W5k.sgf,W,1.57,2
ogs_88315936_B7k_W5k.sgf,B,5.42,1
ogs_88315936_B7k_W5k.sgf,W,-0.13,1
ogs_88315936_B7k_W5k.sgf,B,1.57,1
ogs_88315936_B7k_W5k.sgf,W,0.12,1
ogs_88315936_B7k_W5k.sgf,B,3.26,3
ogs_88315936_B7k_W5k.sgf,W,0.73,1
ogs_88315936_B7k_W5k.sgf,B,1.42,1
ogs_88315936_B7k_W5k.sgf,W,1.92,6
ogs_88315936_B7k_W5k.sgf,B,1.93,1
ogs_88315936_B7k_W5k.sgf,W,1.19,1
ogs_88315936_B7k_W5k.sgf,B,3.55,2
ogs_88315936_B7k_W5k.sgf,W,3.65,1
ogs_88315936_B7k_W5k.sgf,B,0.34,3
ogs_88315936_B7k_W5k.sgf,W,-0.06,2
ogs_88315936_B7k_W5k.sgf,B,-0.15,3
ogs_88315936_B7k_W5k.sgf,W,0.24,7
ogs_88315936_B7k_W5k.sgf,B,0.12,1
ogs_88315936_B7k_W5k.sgf,W,0.16,2
ogs_88315936_B7k_W5k.sgf,B,-0.13,2
ogs_88315936_B7k_W5k.sgf,B,-0.16,
ogs_88315936_B7k_W5k.sgf,W,0.67,2
ogs_88315936_B7k_W5k.sgf,B,0.83,1
ogs_88315936_B7k_W5k.sgf,B,1.13,
ogs_88315936_B7k_W5k.sgf,B,1.57,
ogs_88315936_B7k_W5k.sgf,W,1.28,4
ogs_88315936_B7k_W5k.sgf,B,1.11,2
ogs_88315936_B7k_W5k.sgf,W,0.80,1
ogs_88315936_B7k_W5k.sgf,B,0.88,4
ogs_88315936_B7k_W5k.sgf,W,-0.27,1
ogs_88315936_B7k_W5k.sgf,B,0.68,2
ogs_88315936_B7k_W5k.sgf,W,0.25,5
ogs_88315936_B7k_W5k.sgf,B,0.07,1
ogs_88315936_B7k_W5k.sgf,B,-0.30,
ogs_88315936_B7k_W5k.sgf,W,-0.51,1
ogs_88315936_B7k_W5k.sgf,B,0.40,1
ogs_88315936_B7k_W5k.sgf,B,-0.63,
ogs_88315936_B7k_W5k.sgf,W,-0.57,3
ogs_88315936_B7k_W5k.sgf,B,-0.08,3
ogs_88315936_B7k_W5k.sgf,W,-0.54,2
ogs_88315936_B7k_W5k.sgf,B,0.45,4
ogs_88315936_B7k_W5k.sgf,W,0.57,4
ogs_88453202_B7k_W6k.sgf,B,-0.06,
ogs_88453202_B7k_W6k.sgf,W,0.03,2
ogs_88453202_B7k_W6k.sgf,B,1.10,1
ogs_88453202_B7k_W6k.sgf,W,0.74,1
ogs_88453202_B7k_W6k.sgf,B,1.33,1
ogs_88453202_B7k_W6k.sgf,W,2.64,1
ogs_88453202_B7k_W6k.sgf,B,2.44,1
ogs_88453202_B7k_W6k.sgf,W,2.84,3
ogs_88453202_B7k_W6k.sgf,B,1.12,1
ogs_88453202_B7k_W6k.sgf,W,1.61,1
ogs_88453202_B7k_W6k.sgf,B,2.56,2
ogs_88453202_B7k_W6k.sgf,W,2.12,2
ogs_88453202_B7k_W6k.sgf,B,0.35,4
ogs_88453202_B7k_W6k.sgf,W,3.07,3
ogs_88453202_B7k_W6k.sgf,B,3.92,5
ogs_88453202_B7k_W6k.sgf,W,2.85,1
ogs_88453202_B7k_W6k.sgf,B,6.58,2
ogs_88453202_B7k_W6k.sgf,W,5.80,1
ogs_88453202_B7k_W6k.sgf,B,2.25,1
ogs_88453202_B7k_W6k.sgf,W,2.18,1
ogs_88453202_B7k_W6k.sgf,B,-0.38,4
ogs_88453202_B7k_W6k.sgf,W,-0.20,1
ogs_88453202_B7k_W6k.sgf,B,0.29,1
ogs_88453202_B7k_W6k.sgf,W,0.03,1
ogs_88453202_B7k_W6k.sgf,B,-0.15,1
ogs_88453202_B7k_W6k.sgf,W,0.12,4
ogs_88453202_B7k_W6k.sgf,B,0.79,1
ogs_88453202_B7k_W6k.sgf,W,5.48,2
ogs_88453202_B7k_W6k.sgf,B,-0.21,1
ogs_88453202_B7k_W6k.sgf,W,1.16,1
ogs_88453202_B7k_W6k.sgf,B,0.97,2
ogs_88453202_B7k_W6k.sgf,W,3.70,3
ogs_88453202_B7k_W6k.sgf,B,-0.18,2
ogs_88453202_B7k_W6k.sgf,W,-0.16,1
ogs_88453202_B7k_W6k.sgf,B,1.21,6
ogs_88453202_B7k_W6k.sgf,W,8.50,1
ogs_88453202_B7k_W6k.sgf,B,10.06,2
ogs_88453202_B7k_W6k.sgf,W,0.97,4
ogs_88453202_B7k_W6k.sgf,B,0.42,8
ogs_88453202_B7k_W6k.sgf,W,0.04,1
ogs_88453202_B7k_W6k.sgf,B,0.17,2
ogs_88453202_B7k_W6k.sgf,W,0.67,5
ogs_88453202_B7k_W6k.sgf,B,0.32,2
ogs_88453202_B7k_W6k.sgf,W,25.82,1
ogs_88453202_B7k_W6k.sgf,B,-0.48,5
ogs_88453202_B7k_W6k.sgf,W,0.17,1
ogs_88453202_B7k_W6k.sgf,B,-0.07,2
ogs_88453202_B7k_W6k.sgf,W,0.51,1
ogs_88453202_B7k_W6k.sgf,B,-0.03,1
ogs_88453202_B7k_W6k.sgf,W,1.16,6
ogs_88453202_B7k_W6k.sgf,B,-0.05,4
ogs_88479289_B6k_W7k.sgf,B,-0.12,
ogs_88479289_B6k_W7k.sgf,W,1.07,1
ogs_88479289_B6k_W7k.sgf,B,-0.02,1
ogs_88479289_B6k_W7k.sgf,W,1.71,1
ogs_88479289_B6k_W7k.sgf,B,-0.03,1
ogs_88479289_B6k_W7k.sgf,W,0.57,1
ogs_88479289_B6k_W7k.sgf,B,2.70,1
ogs_88479289_B6k_W7k.sgf,W,3.49,3
ogs_88479289_B6k_W7k.sgf,B,4.28,1
ogs_88479289_B6k_W7k.sgf,W,0.21,1
ogs_88479289_B6k_W7k.sgf,B,2.16,2
ogs_88479289_B6k_W7k.sgf,W,2.24,3
ogs_88479289_B6k_W7k.sgf,B,0.79,4
ogs_88479289_B6k_W7k.sgf,W,1.39,1
ogs_88479289_B6k_W7k.sgf,B,0.93,2
ogs_88479289_B6k_W7k.sgf,W,0.68,1
ogs_88479289_B6k_W7k.sgf,B,4.07,1
ogs_88479289_B6k_W7k.sgf,W,10.69,4
ogs_88479289_B6k_W7k.sgf,B,3.95,2
ogs_88479289_B6k_W7k.sgf,W,2.98,2
ogs_88479289_B6k_W7k.sgf,B,1.72,4
ogs_88479289_B6k_W7k.sgf,W,1.11,1
ogs_88479289_B6k_W7k.sgf,B,1.60,2
ogs_88479289_B6k_W7k.sgf,W,0.53,5
ogs_88479289_B6k_W7k.sgf,B,-2.10,1
ogs_88479289_B6k_W7k.sgf,W,3.66,1
ogs_88479289_B6k_W7k.sgf,B,5.57,1
ogs_88479289_B6k_W7k.sgf,W,8.10,2
ogs_88479289_B6k_W7k.sgf,B,-0.95,3
ogs_88479289_B6k_W7k.sgf,W,0.04,3
ogs_88479289_B6k_W7k.sgf,B,16.60,4
ogs_88479289_B6k_W7k.sgf,W,6.28,5
ogs_88479289_B6k_W7k.sgf,B,-3.17,3
ogs_88479289_B6k_W7k.sgf,W,-2.30,1
ogs_88479289_B6k_W7k.sgf,B,0.45,1
ogs_88479289_B6k_W7k.sgf,W,0.70,2
ogs_88479289_B6k_W7k.sgf,B,-0.17,2
