game,mover,loss,local_dist
ogs_88431470_B19k_W19k.sgf,B,1.02,1
ogs_88431470_B19k_W19k.sgf,W,1.56,1
ogs_88431470_B19k_W19k.sgf,B,0.45,2
ogs_88431470_B19k_W19k.sgf,W,0.69,3
ogs_88431470_B19k_W19k.sgf,B,0.70,1
ogs_88431470_B19k_W19k.sgf,W,3.79,2
ogs_88431470_B19k_W19k.sgf,B,4.00,2
ogs_88431470_B19k_W19k.sgf,W,4.19,1
ogs_88431470_B19k_W19k.sgf,B,4.17,1
ogs_88431470_B19k_W19k.sgf,W,0.06,4
ogs_88431470_B19k_W19k.sgf,B,-0.07,2
ogs_88431470_B19k_W19k.sgf,W,-0.07,8
ogs_88431470_B19k_W19k.sgf,B,8.83,4
ogs_88431470_B19k_W19k.sgf,W,8.34,3
ogs_88431470_B19k_W19k.sgf,B,-0.72,1
ogs_88431470_B19k_W19k.sgf,W,2.20,2
ogs_88431470_B19k_W19k.sgf,B,3.38,1
ogs_88431470_B19k_W19k.sgf,W,3.33,2
ogs_88431470_B19k_W19k.sgf,B,3.30,1
ogs_88431470_B19k_W19k.sgf,W,0.49,4
ogs_88431470_B19k_W19k.sgf,B,3.44,6
ogs_88431470_B19k_W19k.sgf,W,3.27,1
ogs_88431470_B19k_W19k.sgf,B,3.27,1
ogs_88431470_B19k_W19k.sgf,W,0.03,5
ogs_88431470_B19k_W19k.sgf,B,-0.10,1
ogs_88431470_B19k_W19k.sgf,W,0.07,2
ogs_88461908_B19k_W17k.sgf,B,0.39,
ogs_88461908_B19k_W17k.sgf,W,2.10,4
ogs_88461908_B19k_W17k.sgf,B,2.15,3
ogs_88461908_B19k_W17k.sgf,W,1.62,2
ogs_88461908_B19k_W17k.sgf,B,1.33,2
ogs_88461908_B19k_W17k.sgf,W,2.85,4
ogs_88461908_B19k_W17k.sgf,B,0.16,1
ogs_88461908_B19k_W17k.sgf,W,5.08,2
ogs_88461908_B19k_W17k.sgf,B,0.11,2
ogs_88461908_B19k_W17k.sgf,W,1.17,2
ogs_88461908_B19k_W17k.sgf,B,3.72,2
ogs_88461908_B19k_W17k.sgf,W,3.47,1
ogs_88461908_B19k_W17k.sgf,B,3.99,2
ogs_88461908_B19k_W17k.sgf,W,0.10,3
ogs_88461908_B19k_W17k.sgf,B,1.03,1
ogs_88461908_B19k_W17k.sgf,W,0.70,1
ogs_88461908_B19k_W17k.sgf,B,9.37,2
ogs_88461908_B19k_W17k.sgf,W,2.27,1
ogs_88461908_B19k_W17k.sgf,B,2.30,2
ogs_88461908_B19k_W17k.sgf,W,2.90,4
ogs_88461908_B19k_W17k.sgf,B,5.75,1
ogs_88461908_B19k_W17k.sgf,W,6.62,4
ogs_88461908_B19k_W17k.sgf,B,5.36,1
ogs_88461908_B19k_W17k.sgf,W,-0.70,3
ogs_88461908_B19k_W17k.sgf,B,5.73,1
ogs_88461908_B19k_W17k.sgf,W,5.24,1
ogs_88461908_B19k_W17k.sgf,B,7.34,2
ogs_88461908_B19k_W17k.sgf,W,0.44,5
ogs_88461908_B19k_W17k.sgf,B,23.94,2
ogs_88461908_B19k_W17k.sgf,W,24.63,1
ogs_88461908_B19k_W17k.sgf,B,24.95,2
ogs_88461908_B19k_W17k.sgf,W,24.21,1
ogs_88461908_B19k_W17k.sgf,B,23.74,1
ogs_88461908_B19k_W17k.sgf,W,24.57,3
ogs_88461908_B19k_W17k.sgf,B,0.35,5
ogs_88461908_B19k_W17k.sgf,W,-0.03,7
ogs_88461908_B19k_W17k.sgf,B,2.80,1
ogs_88461908_B19k_W17k.sgf,W,6.90,2
ogs_88461908_B19k_W17k.sgf,B,0.49,3
ogs_88461908_B19k_W17k.sgf,W,0.81,1
ogs_88461908_B19k_W17k.sgf,B,1.90,2
ogs_88461908_B19k_W17k.sgf,W,-0.28,1
ogs_88461908_B19k_W17k.sgf,B,12.18,1
ogs_88461908_B19k_W17k.sgf,W,8.25,4
ogs_88461908_B19k_W17k.sgf,B,0.64,2
ogs_88461908_B19k_W17k.sgf,W,-0.26,1
ogs_88461908_B19k_W17k.sgf,B,2.81,1
ogs_88461908_B19k_W17k.sgf,W,2.93,1
ogs_88461908_B19k_W17k.sgf,B,8.73,2
ogs_88461908_B19k_W17k.sgf,W,-0.24,3
ogs_88461908_B19k_W17k.sgf,B,1.11,1
ogs_88461908_B19k_W17k.sgf,W,8.79,2
ogs_88461908_B19k_W17k.sgf,B,-1.16,1
ogs_88461908_B19k_W17k.sgf,W,-0.15,3
ogs_88461908_B19k_W17k.sgf,B,32.30,3
ogs_88461908_B19k_W17k.sgf,W,32.81,3
ogs_88461908_B19k_W17k.sgf,B,0.34,7
ogs_88461908_B19k_W17k.sgf,W,-0.06,2
ogs_88461908_B19k_W17k.sgf,B,1.97,1
ogs_88461908_B19k_W17k.sgf,W,-0.11,7
ogs_88461908_B19k_W17k.sgf,B,0.73,4
ogs_88461908_B19k_W17k.sgf,W,0.74,1
ogs_88461908_B19k_W17k.sgf,B,-0.16,4
ogs_88461908_B19k_W17k.sgf,W,-0.27,3
ogs_88475930_B19k_W17k.sgf,B,0.60,
ogs_88475930_B19k_W17k.sgf,W,0.91,2
ogs_88475930_B19k_W17k.sgf,B,0.21,1
ogs_88475930_B19k_W17k.sgf,W,2.24,3
ogs_88475930_B19k_W17k.sgf,B,-0.33,3
ogs_88475930_B19k_W17k.sgf,W,0.22,1
ogs_88475930_B19k_W17k.sgf,B,3.02,2
ogs_88475930_B19k_W17k.sgf,W,0.19,3
ogs_88475930_B19k_W17k.sgf,B,-0.03,1
ogs_88475930_B19k_W17k.sgf,W,0.46,1
ogs_88475930_B19k_W17k.sgf,B,1.55,1
ogs_88475930_B19k_W17k.sgf,W,2.11,3
ogs_88475930_B19k_W17k.sgf,B,0.20,2
ogs_88475930_B19k_W17k.sgf,W,0.17,1
ogs_88475930_B19k_W17k.sgf,B,10.51,2
ogs_88475930_B19k_W17k.sgf,W,11.25,1
ogs_88475930_B19k_W17k.sgf,B,5.41,3
ogs_88475930_B19k_W17k.sgf,W,1.66,1
ogs_88475930_B19k_W17k.sgf,B,0.04,1
ogs_88475930_B19k_W17k.sgf,W,-0.02,1
ogs_88475930_B19k_W17k.sgf,B,-0.40,1
ogs_88475930_B19k_W17k.sgf,W,0.04,3
ogs_88475930_B19k_W17k.sgf,B,0.24,1
ogs_88475930_B19k_W17k.sgf,W,-0.54,2
ogs_88475930_B19k_W17k.sgf,B,21.60,1
ogs_88475930_B19k_W17k.sgf,W,0.82,1
ogs_88475930_B19k_W17k.sgf,B,7.02,1
ogs_88475930_B19k_W17k.sgf,W,-0.31,1
ogs_88475930_B19k_W17k.sgf,B,0.89,1
ogs_88475930_B19k_W17k.sgf,W,26.29,2
ogs_88475930_B19k_W17k.sgf,B,0.68,3
ogs_88475930_B19k_W17k.sgf,W,-0.34,1
ogs_88475930_B19k_W17k.sgf,B,-0.30,1
ogs_88475930_B19k_W17k.sgf,W,1.19,4
ogs_88475930_B19k_W17k.sgf,B,2.16,2
ogs_88475930_B19k_W17k.sgf,W,2.08,7
ogs_88475930_B19k_W17k.sgf,B,10.40,1
ogs_88475930_B19k_W17k.sgf,W,6.14,3
ogs_88475930_B19k_W17k.sgf,B,8.51,1
ogs_88475930_B19k_W17k.sgf,W,-0.09,2
ogs_88475930_B19k_W17k.sgf,B,-2.68,4
ogs_88475930_B19k_W17k.sgf,W,10.99,1
ogs_88475930_B19k_W17k.sgf,B,-3.66,1
ogs_88475930_B19k_W17k.sgf,W,-0.17,1
ogs_88475930_B19k_W17k.sgf,B,18.87,2
ogs_88475930_B19k_W17k.sgf,W,19.75,2
ogs_88475930_B19k_W17k.sgf,B,0.42,1
ogs_88475930_B19k_W17k.sgf,W,-1.15,1
ogs_88475930_B19k_W17k.sgf,B,26.39,2
ogs_88475930_B19k_W17k.sgf,W,36.47,4
ogs_88475930_B19k_W17k.sgf,B,5.57,1
ogs_88475930_B19k_W17k.sgf,W,6.96,1
ogs_88475930_B19k_W17k.sgf,B,29.75,1
ogs_88475930_B19k_W17k.sgf,W,-1.74,2
ogs_88475930_B19k_W17k.sgf,B,22.82,3
ogs_88475930_B19k_W17k.sgf,W,14.08,3
ogs_88475930_B19k_W17k.sgf,B,-9.76,8
ogs_88475930_B19k_W17k.sgf,W,0.03,8
ogs_88475930_B19k_W17k.sgf,B,-1.03,8
ogs_88475930_B19k_W17k.sgf,W,-0.13,2
ogs_88475930_B19k_W17k.sgf,B,-0.10,6
ogs_88475930_B19k_W17k.sgf,W,0.92,6
ogs_88475930_B19k_W17k.sgf,B,-0.40,2
ogs_88475930_B19k_W17k.sgf,W,-0.39,1
ogs_88476256_B19k_W19k.sgf,B,0.01,
ogs_88476256_B19k_W19k.sgf,W,1.69,4
ogs_88476256_B19k_W19k.sgf,B,1.66,3
ogs_88476256_B19k_W19k.sgf,W,2.00,4
ogs_88476256_B19k_W19k.sgf,B,1.19,2
ogs_88476256_B19k_W19k.sgf,W,0.01,2
ogs_88476256_B19k_W19k.sgf,B,-0.51,3
ogs_88476256_B19k_W19k.sgf,W,7.10,1
ogs_88476256_B19k_W19k.sgf,B,0.72,1
ogs_88476256_B19k_W19k.sgf,W,1.53,2
ogs_88476256_B19k_W19k.sgf,B,6.75,2
ogs_88476256_B19k_W19k.sgf,W,4.82,5
ogs_88476256_B19k_W19k.sgf,B,2.21,3
ogs_88476256_B19k_W19k.sgf,W,2.94,4
ogs_88476256_B19k_W19k.sgf,B,1.78,1
ogs_88476256_B19k_W19k.sgf,W,-0.42,2
ogs_88476256_B19k_W19k.sgf,B,-0.02,1
ogs_88476256_B19k_W19k.sgf,W,-0.26,2
ogs_88476256_B19k_W19k.sgf,B,0.09,2
ogs_88476256_B19k_W19k.sgf,W,0.12,3
ogs_88476256_B19k_W19k.sgf,B,-0.02,1
ogs_88476256_B19k_W19k.sgf,W,-0.02,2
ogs_88476256_B19k_W19k.sgf,B,0.22,2
ogs_88476256_B19k_W19k.sgf,W,4.19,3
ogs_88476256_B19k_W19k.sgf,B,4.67,1
ogs_88476256_B19k_W19k.sgf,W,3.46,2
ogs_88476256_B19k_W19k.sgf,B,2.68,3
ogs_88476256_B19k_W19k.sgf,W,0.30,1
ogs_88476256_B19k_W19k.sgf,B,3.71,4
ogs_88476256_B19k_W19k.sgf,W,0.30,4
ogs_88476256_B19k_W19k.sgf,B,0.40,1
ogs_88476256_B19k_W19k.sgf,W,0.16,2
ogs_88476256_B19k_W19k.sgf,B,-0.21,3
ogs_88476256_B19k_W19k.sgf,W,0.56,1
ogs_88476256_B19k_W19k.sgf,B,1.20,4
