game,mover,loss,local_dist
ogs_87624056_B11k_W12k.sgf,B,-0.04,5
ogs_87624056_B11k_W12k.sgf,W,-0.02,1
ogs_87624056_B11k_W12k.sgf,B,-0.08,4
ogs_87624056_B11k_W12k.sgf,W,-0.05,1
ogs_87624056_B11k_W12k.sgf,B,-0.04,1
ogs_87624056_B11k_W12k.sgf,W,2.13,2
ogs_87624056_B11k_W12k.sgf,B,0.33,4
ogs_87624056_B11k_W12k.sgf,W,0.27,2
ogs_87624056_B11k_W12k.sgf,B,0.12,1
ogs_87624056_B11k_W12k.sgf,W,0.83,1
ogs_87624056_B11k_W12k.sgf,B,0.25,2
ogs_87624056_B11k_W12k.sgf,W,-0.45,2
ogs_87624056_B11k_W12k.sgf,B,0.40,6
ogs_87624056_B11k_W12k.sgf,W,0.14,3
ogs_87624056_B11k_W12k.sgf,B,1.50,8
ogs_87624056_B11k_W12k.sgf,W,0.30,1
ogs_87624056_B11k_W12k.sgf,B,0.13,1
ogs_87624056_B11k_W12k.sgf,W,0.13,8
ogs_87624056_B11k_W12k.sgf,B,0.03,8
ogs_87624056_B11k_W12k.sgf,W,-0.09,7
ogs_87624056_B11k_W12k.sgf,B,0.02,5
ogs_87624056_B11k_W12k.sgf,W,2.99,6
ogs_87624056_B11k_W12k.sgf,B,-0.09,6
