game,mover,loss,local_dist
ogs_88092120_B4k_W4k.sgf,W,0.79,1
ogs_88092120_B4k_W4k.sgf,B,0.70,1
ogs_88092120_B4k_W4k.sgf,W,2.34,4
ogs_88092120_B4k_W4k.sgf,B,26.69,1
ogs_88092120_B4k_W4k.sgf,W,0.12,1
ogs_88092120_B4k_W4k.sgf,B,1.57,1
ogs_88092120_B4k_W4k.sgf,W,7.95,2
ogs_88092120_B4k_W4k.sgf,B,0.46,1
ogs_88092120_B4k_W4k.sgf,W,-4.56,1
ogs_88092120_B4k_W4k.sgf,B,-1.36,1
ogs_88092120_B4k_W4k.sgf,W,-1.62,1
ogs_88092120_B4k_W4k.sgf,B,2.25,2
ogs_88092120_B4k_W4k.sgf,W,-1.21,3
ogs_88092120_B4k_W4k.sgf,B,0.97,2
ogs_88092120_B4k_W4k.sgf,W,-1.15,3
ogs_88092120_B4k_W4k.sgf,B,-0.34,1
ogs_88092120_B4k_W4k.sgf,W,6.50,1
ogs_88092120_B4k_W4k.sgf,B,-0.16,1
ogs_88092120_B4k_W4k.sgf,W,-0.66,6
ogs_88092120_B4k_W4k.sgf,B,3.95,5
ogs_88092120_B4k_W4k.sgf,W,6.82,1
ogs_88092120_B4k_W4k.sgf,B,12.01,1
ogs_88092120_B4k_W4k.sgf,W,7.78,1
ogs_88092120_B4k_W4k.sgf,B,6.18,3
ogs_88092120_B4k_W4k.sgf,W,11.75,1
ogs_88092120_B4k_W4k.sgf,B,-0.62,1
ogs_88092120_B4k_W4k.sgf,W,6.54,2
ogs_88092120_B4k_W4k.sgf,B,0.12,2
ogs_88092120_B4k_W4k.sgf,W,5.06,1
ogs_88092120_B4k_W4k.sgf,B,1.46,1
ogs_88092120_B4k_W4k.sgf,W,4.19,1
ogs_88092120_B4k_W4k.sgf,B,3.52,2
ogs_88092120_B4k_W4k.sgf,W,0.69,5
ogs_88092120_B4k_W4k.sgf,B,1.28,1
ogs_88092120_B4k_W4k.sgf,W,-0.69,1
ogs_88092120_B4k_W4k.sgf,B,-0.79,1
ogs_88092120_B4k_W4k.sgf,W,-0.30,6
ogs_88092120_B4k_W4k.sgf,B,0.88,8
ogs_88092120_B4k_W4k.sgf,W,0.14,2
ogs_88092120_B4k_W4k.sgf,B,0.82,4
ogs_88092120_B4k_W4k.sgf,W,-0.12,2
ogs_88092120_B4k_W4k.sgf,B,-0.58,3
ogs_88092120_B4k_W4k.sgf,W,0.59,1
ogs_88092120_B4k_W4k.sgf,B,0.09,4
ogs_88092120_B4k_W4k.sgf,W,-0.41,8
ogs_88092120_B4k_W4k.sgf,B,0.22,3
ogs_88092120_B4k_W4k.sgf,W,0.41,4
ogs_88092120_B4k_W4k.sgf,W,0.44,
ogs_88092120_B4k_W4k.sgf,B,0.88,2
ogs_88092120_B4k_W4k.sgf,W,-0.39,3
ogs_88092120_B4k_W4k.sgf,B,-0.27,1
ogs_88314131_B4k_W4k.sgf,B,0.11,
ogs_88314131_B4k_W4k.sgf,W,1.38,3
ogs_88314131_B4k_W4k.sgf,B,0.07,2
ogs_88314131_B4k_W4k.sgf,W,0.08,3
ogs_88314131_B4k_W4k.sgf,B,0.78,1
ogs_88314131_B4k_W4k.sgf,W,0.17,1
ogs_88314131_B4k_W4k.sgf,B,0.79,1
ogs_88314131_B4k_W4k.sgf,W,0.08,2
ogs_88314131_B4k_W4k.sgf,B,1.68,1
ogs_88314131_B4k_W4k.sgf,W,-0.05,2
ogs_88314131_B4k_W4k.sgf,B,4.86,1
ogs_88314131_B4k_W4k.sgf,W,0.77,1
ogs_88314131_B4k_W4k.sgf,B,3.99,1
ogs_88314131_B4k_W4k.sgf,W,-0.46,2
ogs_88314131_B4k_W4k.sgf,B,0.14,3
ogs_88314131_B4k_W4k.sgf,W,5.93,3
ogs_88314131_B4k_W4k.sgf,B,5.50,1
ogs_88314131_B4k_W4k.sgf,W,5.91,2
ogs_88314131_B4k_W4k.sgf,B,2.95,2
ogs_88314131_B4k_W4k.sgf,W,-1.58,2
ogs_88314131_B4k_W4k.sgf,B,-0.28,1
ogs_88314131_B4k_W4k.sgf,W,0.19,1
ogs_88314131_B4k_W4k.sgf,B,0.13,4
ogs_88314131_B4k_W4k.sgf,W,3.91,4
ogs_88314131_B4k_W4k.sgf,B,4.45,1
ogs_88314131_B4k_W4k.sgf,W,3.19,1
ogs_88314131_B4k_W4k.sgf,B,11.10,2
ogs_88314131_B4k_W4k.sgf,W,6.99,7
ogs_88314131_B4k_W4k.sgf,B,1.89,1
ogs_88314131_B4k_W4k.sgf,W,-1.02,1
ogs_88314131_B4k_W4k.sgf,B,-0.52,1
ogs_88314131_B4k_W4k.sgf,W,0.60,1
ogs_88314131_B4k_W4k.sgf,B,15.02,3
ogs_88363282_B4k_W4k.sgf,B,-0.12,
ogs_88363282_B4k_W4k.sgf,W,0.18,2
ogs_88363282_B4k_W4k.sgf,B,0.14,2
ogs_88363282_B4k_W4k.sgf,W,0.33,3
ogs_88363282_B4k_W4k.sgf,B,0.36,1
ogs_88363282_B4k_W4k.sgf,W,0.10,1
ogs_88363282_B4k_W4k.sgf,B,-0.13,1
ogs_88363282_B4k_W4k.sgf,W,-0.19,2
ogs_88363282_B4k_W4k.sgf,B,5.53,1
ogs_88363282_B4k_W4k.sgf,W,-0.49,2
ogs_88363282_B4k_W4k.sgf,B,0.73,1
ogs_88363282_B4k_W4k.sgf,W,-0.06,1
ogs_88363282_B4k_W4k.sgf,B,-0.16,1
ogs_88363282_B4k_W4k.sgf,W,-0.41,3
ogs_88363282_B4k_W4k.sgf,B,4.56,2
ogs_88363282_B4k_W4k.sgf,W,5.56,1
ogs_88363282_B4k_W4k.sgf,B,4.90,2
ogs_88363282_B4k_W4k.sgf,W,9.65,2
ogs_88363282_B4k_W4k.sgf,B,14.38,4
ogs_88363282_B4k_W4k.sgf,W,1.98,1
ogs_88363282_B4k_W4k.sgf,B,2.78,1
ogs_88363282_B4k_W4k.sgf,W,12.94,1
ogs_88363282_B4k_W4k.sgf,B,-0.29,2
ogs_88363282_B4k_W4k.sgf,W,6.43,6
ogs_88363282_B4k_W4k.sgf,B,-0.41,6
ogs_88363282_B4k_W4k.sgf,W,15.84,1
ogs_88363282_B4k_W4k.sgf,B,15.12,1
ogs_88363282_B4k_W4k.sgf,W,10.72,2
ogs_88363282_B4k_W4k.sgf,B,0.24,2
ogs_88363282_B4k_W4k.sgf,W,0.44,1
ogs_88363282_B4k_W4k.sgf,B,11.80,3
ogs_88363282_B4k_W4k.sgf,W,-0.45,2
ogs_88363282_B4k_W4k.sgf,B,1.32,1
ogs_88363282_B4k_W4k.sgf,W,-0.34,1
ogs_88363282_B4k_W4k.sgf,B,4.26,4
ogs_88363282_B4k_W4k.sgf,W,0.31,1
ogs_88363282_B4k_W4k.sgf,B,0.52,4
ogs_88363282_B4k_W4k.sgf,W,0.64,1
ogs_88363282_B4k_W4k.sgf,B,2.41,2
ogs_88363282_B4k_W4k.sgf,W,-0.98,2
ogs_88363282_B4k_W4k.sgf,B,-0.93,6
ogs_88363282_B4k_W4k.sgf,W,-0.19,1
ogs_88363282_B4k_W4k.sgf,B,0.01,2
ogs_88363282_B4k_W4k.sgf,W,0.25,6
ogs_88363282_B4k_W4k.sgf,B,2.18,3
ogs_88363282_B4k_W4k.sgf,W,0.39,1
ogs_88363282_B4k_W4k.sgf,B,0.86,1
ogs_88363282_B4k_W4k.sgf,W,2.02,1
ogs_88363282_B4k_W4k.sgf,B,-0.16,1
ogs_88363282_B4k_W4k.sgf,W,-0.02,2
ogs_88363282_B4k_W4k.sgf,B,4.47,2
ogs_88363282_B4k_W4k.sgf,W,0.25,5
ogs_88363282_B4k_W4k.sgf,B,0.24,5
ogs_88363282_B4k_W4k.sgf,W,2.64,1
ogs_88363282_B4k_W4k.sgf,B,0.25,2
ogs_88393590_B4k_W4k.sgf,B,-0.14,
ogs_88393590_B4k_W4k.sgf,W,0.09,2
ogs_88393590_B4k_W4k.sgf,B,0.07,2
ogs_88393590_B4k_W4k.sgf,W,0.33,3
ogs_88393590_B4k_W4k.sgf,B,0.23,1
ogs_88393590_B4k_W4k.sgf,W,-0.01,1
ogs_88393590_B4k_W4k.sgf,B,-0.02,1
ogs_88393590_B4k_W4k.sgf,W,0.23,4
ogs_88393590_B4k_W4k.sgf,B,1.10,4
ogs_88393590_B4k_W4k.sgf,W,2.18,3
ogs_88393590_B4k_W4k.sgf,B,2.79,1
ogs_88393590_B4k_W4k.sgf,W,0.08,2
ogs_88393590_B4k_W4k.sgf,B,0.33,1
ogs_88393590_B4k_W4k.sgf,W,2.75,1
ogs_88393590_B4k_W4k.sgf,B,2.47,5
ogs_88393590_B4k_W4k.sgf,W,5.30,2
ogs_88393590_B4k_W4k.sgf,B,5.76,4
ogs_88393590_B4k_W4k.sgf,W,-0.10,1
ogs_88393590_B4k_W4k.sgf,B,0.27,2
ogs_88393590_B4k_W4k.sgf,W,0.10,1
ogs_88393590_B4k_W4k.sgf,B,0.04,1
ogs_88393590_B4k_W4k.sgf,W,0.80,2
ogs_88393590_B4k_W4k.sgf,B,0.06,5
ogs_88393590_B4k_W4k.sgf,W,-0.06,1
ogs_88393590_B4k_W4k.sgf,B,0.11,1
ogs_88393590_B4k_W4k.sgf,W,0.65,6
ogs_88393590_B4k_W4k.sgf,B,1.52,1
ogs_88393590_B4k_W4k.sgf,W,1.59,1
ogs_88393590_B4k_W4k.sgf,B,-0.40,1
ogs_88393590_B4k_W4k.sgf,W,0.03,3
ogs_88393590_B4k_W4k.sgf,B,3.15,3
ogs_88393590_B4k_W4k.sgf,W,-0.03,7
ogs_88393590_B4k_W4k.sgf,B,-0.32,1
ogs_88393590_B4k_W4k.sgf,W,0.04,2
ogs_88393590_B4k_W4k.sgf,B,-0.01,3
ogs_88393590_B4k_W4k.sgf,W,-0.10,5
ogs_88393590_B4k_W4k.sgf,B,-0.00,1
ogs_88393590_B4k_W4k.sgf,W,0.13,2
ogs_88393590_B4k_W4k.sgf,B,2.16,2
ogs_88393590_B4k_W4k.sgf,W,0.12,4
ogs_88393590_B4k_W4k.sgf,B,0.21,1
ogs_88393590_B4k_W4k.sgf,W,-0.14,1
ogs_88393590_B4k_W4k.sgf,B,0.74,1
ogs_88393590_B4k_W4k.sgf,W,-0.22,5
ogs_88393590_B4k_W4k.sgf,B,-0.11,5
ogs_88393590_B4k_W4k.sgf,W,-0.18,1
ogs_88393590_B4k_W4k.sgf,B,-0.03,7
ogs_88393590_B4k_W4k.sgf,W,-0.19,1
